uuid,Keywords,label
390,Feature Fusion; Object Classes; Fruit Classification; Optimal Combination; Individual Class,0
391,Neural Networks; Fourier Descriptors; Recognizing Shipbuilding; Parts Using; Using Artificial,0
392,Irrigation Systems; Photovoltaic Irrigation; Pumps Working; Friction Losses; Current State,0
393,Trpc Channels; Native Trpc; Subunit Composition,1
394,Mmse-Directed Linear; Nonlocal Geometric; Geometric Similarity; Mmse-Directed Interpolation; Linear Interpolation,0
395,Basement Membrane; Invasive Lesions,1
396,Infertility Among; Deep Learning; Diagnosing Infertility; State-Of-The-Art Deep; Experimental Results,0
397,Green Finance; Emission Intensity; Carbon Emission; Spillover Effect; Spatial Spillover,1
398,Data Streams; Closed Itemsets; Frequent Closed; Mining Frequent; Proposed Algorithm,0
399,Level Shifters; Low-Voltage Level; State-Of-The-Art Level,0
400,Traffic Grooming; Spectrum Assignment; Partitioning Approach; Proposed Approach,0
401,Aortic Valve; Transcatheter Aortic; Valve Implantation,1
402,Coding Method; Arbitrarily-Sampled Image; Image Data; Progressive Coding,0
403,Multi-Panel Images; Multi-Panel Image; Sub-Image Separation; Dynamic Programming; Retrieval Accuracy,0
404,Wetting Phenomena; Diffusion Electrode; Diffusion Electrodes,1
405,Channel Estimation; Proposed D-Vbl,0
406,Data Augmentation; Diagnostic Systems; Model-Based Data; Synthetic Data; Abnormal-Condition Data,0
407,Network Pharmacology; Molecular Docking; Cardiovascular Disease; Constraint Conditions; Cardiovascular Diseases,1
408,Glutamatergic Neurons; Smith-Magenis Syndrome; Seizure Susceptibility; Increased Seizure; Dentate Gyrus,1
409,Electric Fish; Weakly Electric; Neural Recording; Recording Applications,0
410,Allied Health; Burn Injury; Health Assessment; Health Assessments; Following Burn,1
411,Interest Points; Proposed Tracker; Reliable Candidate; Candidate Points; Target Dictionary,0
412,Proposed Algorithm; Local Geometry; Interpolation Artifacts; Neighboring Pixels,0
413,Fingerprint Recognition; Proposed Model; Fingerprint Identification; Using Proposed,0
414,Human Milk; Fatty Acids; Short-Chain Fatty; Immune Function; Feeding 2'-Fl-Containing,1
415,Pool Boiling; Nucleate Pool; Heat Transfer; Boiling Heat; Heat Pipes,0
416,Fine Flavor; Molecular Level; Flavor Notes; Flavor Properties,1
417,Child Abuse; Abuse Linked,1
418,Medical Image; Image Segmentation; Medical Images,1
419,Visible Edges; Haze Removal; Experimental Results; Haze-Removal Methods; Proposed Method,0
420,Caching Replacement; Intelligent Caching; Lstm-C Outperforms; Short-Term Memory; Cache Space,0
421,Action Recognition; Frame Rate; Human Action; Results Indicate; State-Of-The-Art Approaches,0
422,Averaging Prediction; Transfer Learning; Decision Fusion; Fusion Based; Classification Accuracy,0
423,Early Cycladic; Cycladic Figures,0
424,Excel Skills; Higher Education; Learning Effectiveness; Digital Game; College Students,1
425,Ascorbic Acid; Zeta Potential,1
426,Image Registration; Registration Methods; Evolutionary Image; Evolutionary Computation,0
427,Face Recognition; Masked Face; Masked Faces; Lightweight Face; Experimental Evaluation,0
428,Entity Disambiguation; Mention Context; Attention Mechanism; State-Of-The-Art Entity; Entity Description,0
429,Structural Racism; Healthcare System; Older Adults; Historically Marginalized; Marginalized Communities,1
430,Single-Photon Lidar; Deep Learning,0
431,Contrast Agent; Agent Curves; Contrast Agents; Correlation-Weighted Sparse; Whose Column,1
432,Network Psychometrics; Modularity Index; Walktrap Algorithm,0
433,Image Classification; Multi-View Image; Missing Data; Proposed Algorithm,0
434,Ntrk Fusion; Acquired Resistance; Egfr Tkis; Acquired Lmna-Ntrk1; Lmna-Ntrk1 Fusion,1
435,Padova University; Sonologia Computazionale,0
436,Switch Migration; Results Show; Load Balancing; Software-Defined Networking,0
437,Proton Therapy; Test Method; Therapy Equipment; Radiation Emission,1
438,Different Genetic; Genetic Backgrounds; Anopheles Coluzzii; Introgression Efficiency,1
439,Sound Event; Event Detection; Dcase Challenge; Convolutional Recurrent; Recurrent Neural,0
440,High Utility; Pruning Strategies; Utility Itemsets; Proposed Method; Itemset Mining,0
441,Symmetry Classification; Shape Orientation; Moment-Based Shape,0
442,Blast Fungus; Binding Interface; Effector Binds; Hydrophobic Pocket; Exo70 Proteins,1
443,Structural Changes; Active Site; Ligand-Bound Forms; Conformational Changes; Drug Designing,1
444,Antenna Design; Artificial Intelligence,0
445,Pneumoniae Isolates; Antimicrobial Testing; Caz-Avi Showed; Comparator Agents; Testing Leadership,1
446,Phase Change; Change Memories,0
447,Human Activity; Palynological Data; Archaeological Excavations,0
448,Chemo-Enzymatic Synthesis; Genetic Disorders; Disorders Caused,1
449,A; B,0
450,Person Re-Identification; State-Of-The-Art Methods; Covariance Pyramid; Covariance Matrices,0
451,Context Information; Pyramid Fusion; Context Pyramid; Pyramidal Modules; U-Shape Structure,1
452,Spatial-Mode Selection; Spatial Streams; Joint Transmit; Power Allocation; Selection Criterion,0
453,Parabolic Dish; Focal Image; Dish Concentrator; Solar Parabolic; Influencing Parameters,1
454,Deep Learning-Based; Denoising Tasks; Radiation Dose,1
455,Size Range,1
456,Maternal Hair; Alcohol Exposure; Prenatal Alcohol,1
457,Modulation Classification; Latent Dirichlet; Gibbs Sampling; Dirichlet Bayesian; Bayesian Network,0
458,Fetal Outcomes; Monkeypox Infection,1
459,Social Isolation; Succinate Dehydrogenase; Dehydrogenase Capacity; Isolation Decreased; Isolation Induces,1
460,Fresh-Cut Melon; Citral Nanoemulsion; Listeria Monocytogenes; Detection Limit; Monocytogenes Counts,1
461,Patient Satisfaction; Detention Clinic; Drug-Using Inmates; Prison Detention; Clinic Care,1
462,Current Sensing,0
463,Induction Machine; Constant-Parameter Interfacing; Machine Models; Main Flux; Flux Saturation,0
464,Survival Rates; Feed Species; Hippocampus Reidi; High Survival; Diet Art/Cop,1
465,Environmental Quality; Threshold Value; Economic Growth; Developing Countries; Quality Nexus,1
466,Rapid Initiation; People Living; Asia-Pacific Region; Antiretroviral Therapy,0
467,Du145 Cells; Repair Pathways; Pro-Survival Signaling; Prostate Cancer; Egfr-Knockdown Du145,1
468,Second-Generation Anticoagulant; Free-Living Birds; Potential Risk; Active Monitoring; Black Kites,1
469,Energy Harvesting; Road Pavements; Harvesting Technologies,0
470,Underground Space,0
471,Marijuana Possession; State Marijuana; Gender Minority; Current Marijuana; Among Sexual,1
472,Strain Rr4-40T; Family Flavobacteriaceae; Rasiella Rasia; Recirculating Aquaculture; Rasia Gen.,1
473,Vehicle Detection; Detection Network; Image-Based Vehicle; Object Detection; Deep Learning,0
474,A; B,1
475,Ovarian Vein; Vein Thrombosis,1
476,Salt Hydrates; Molten Salt; Eucheuma Cottonii; Cottonii Residues; L-Lactic Acid,1
477,Ethical Principles; Artificial Intelligence; Ethical Aied; Educational Stakeholders; Trustworthy Aied,1
478,Locally Structured; On-Chip Optofluidic; Optofluidic Hollow-Core; Hollow-Core Light; Structured On-Chip,1
479,Object Tracking; Channel Attention; Similar Objects,0
480,Medical Devices; Europe Need; Medical Device,1
481,Vertical Transmission; Perinatal Transmission,1
482,Defect Inspection; Lightweight Feature; Hierarchical Exploration; Exploration Network; Real-Time Rail,0
483,Rank Matrix; Memory Demand; Matrix Completion; Structured Matrix; Every Pixel,0
484,Pds/Abts System; Electron Shuttle; Anti-Interference Capacity; Reactive Species; Organic Compounds,1
485,Cancer Cells; Rechingeri Jamzad; Ovarian Cancer; Cisplatin-Resistant A2780Cp; A2780Cp Ovarian,1
486,Congestion Control; Online Changepoint; Changepoint Detection; Control Mechanism,0
487,Habitat Selection; Eurasian Beaver; Context-Dependent Mechanism,1
488,Wait-Avoiding Group; State-Of-The-Art Decentralized; Reinforcement Learning,0
489,Light Emitting; Emitting Diodes,0
490,Adaptable Systems,0
491,Current State,0
492,Replication Forks; Histone Acetylation,1
493,Miscarriage History; Autism Spectrum; Spectrum Disorder; Spontaneous Miscarriage; Stratified Analyses,1
494,Smart Fabric; Actively Actuated; Printed Device; Fabric Device,0
495,Small-Molecule Probe; Mirna Inhibition,1
496,Surgical Smoke; Smoke Detection; Smoke Removal; Training Framework; Prior Knowledge,1
497,Known Class; Unknown Classes; Rknn Count,0
498,Longitudinal Strain; Base Rotation; Sinus Rhythm; Apical Pacing; Speckle Tracking,1
499,Carbapenem-Resistant Enterobacterales; Molecular Understanding; -Camphene-Based Thiosemicarbazide,1
500,Kandeliae J103T; Yangtzensis Jl1095T; Acuticoccus Kalidii; Rrna Gene; Mangrovi B2012T,1
501,High Switching; Switching Frequency,0
502,Performance Constraints; Many-Core Systems,0
503,Secretory Pattern; Regulatory Mechanism; Growth Hormone; Ultradian Rhythm,1
504,A; B,1
505,Jigsaw-Invariant Self-Supervised; Unlabeled Melanoma; Self-Supervised Learning; Melanoma Images; Autoencoder-Based Reconstruction,1
506,Backward Crosstalk,1
507,A; B,1
508,Renewable Energies,0
509,Central Australia; Population Growth; Human-Environment Interactions; Archaeological Record,0
510,Stratified Pooling; Deep Convolutional; Convolutional Neural; Neural Networks; Action Recognition,0
511,Bayesian Compressive; Compressive Sensing,0
512,Cell Cultures,1
513,Microbiologically Influenced; Influenced Corrosion,1
514,Oocyte Microvilli; Curvature Sensors; Membrane Curvature; Remodeling Processes; Tetraspanin Proteins,1
515,Chemical Weathering; Glacierized Area; Average Value; Larger Glacierized; Upper Indus,1
516,Mixed-Race Women; Identity Performances,1
517,Chest Pain,1
518,Adrenal Gland; Abdominal Aorta; Normal Adrenal; Gland Parameters; Aortic Diameter,1
519,Data Consistency; Targeted Motion; Consistency Based; Motion Estimation; Reduced Model,1
520,Structured Random; Random Forest; Auto-Context Model,1
521,Machine Learning; Learning Algorithms; Rijksmuseum Data; Residual Neural,0
522,Large Area; Dynamic Ratio; Microcrystalline Silicon; Detection Applications,0
523,Bone Daggers,0
524,Machine Learning; Android Malware; Co-Existed Features; Results Show; Proposed Approach,0
525,Ultrasound Neuromodulation; Preclinical Studies; General-Purpose Ultrasound; Neuromodulation System; Closed-Loop Preclinical,1
526,Insulation Materials; Future Developments,0
527,Target Domain; Domain Adaptation; Self-Paced Learning; Object Detection; Object Detectors,0
528,Learning Factories; Learning Factory,0
529,Rule Extraction; Association Rules; Extraction Phase; Artificial Neural,0
530,Charge Transfer; Sense Amplifier; High-Speed Charge; Array Applications; High Voltage,0
531,Reported Infection; Long-Lasting Immunity,1
532,Coal Gasification; Gasification Gray; Gray Water; Chemical Precipitation; Pulse Electrocoagulation,1
533,Pattern Mining; Weighted Clickstream; Clickstream Patterns; Clickstream Pattern; Sequential Pattern,0
534,Awake Surgery; Language Mapping; Word Articulation; Valproate Treatment; Preoperative Aphasia,1
535,Small Data; Acoustic Resonance; Domain Feature; Sintered Cogwheels; Resonance Testing,0
536,A; B,1
537,Significant Influence; Computer Self-Efficacy; Continuance Intention; Perceived Enjoyment; Perceived Usefulness,1
538,Data Challenge; State-Of-The-Art Methods; Exposome Data; Challenge Event; Combined Effects,0
539,Biogeography-Based Optimization; Sensor Networks; Suitable Positions; Optimal Number; Proposed Bbo-Based,0
540,A; B,0
541,Atomic Layer; Layer Deposition; Indium-Gallium Oxide; Compatible Transistor; Transistor Applications,1
542,Heme-Peptide Complexes; Heterogeneous Biocatalysts; Catalytic Activity; Peroxidase-Like Activity,1
543,A; B,0
544,Amyloid Precursor; Precursor Protein; Amyloid Cascade; Cascade Hypothesis; Iron Accumulation,1
545,Mental Task; Task Classification; Mental Tasks; Neural Networks; Tasks Classification,0
546,Loss Function,0
547,Image Quality; Pairwise Learning; Quality Assessment; Preference Model; Pairwise Preference,0
548,Network Analysis; Knowledge Graph; Digital Advertisement; Proposed Work; Hidden Concepts,0
549,A; B,1
550,Jack Pine; Black Spruce; Past Migration; Mean Rate; Tree Species,1
551,Nmda Type; Orphan Diseases; Novel Disease; Disease Indications; Glutamate Ionotropic,1
552,Semantic Segmentation; Publicly Available,0
553,Peri-Implant Mucositis; Experimentally Induced; Induced Gingivitis; Systematic Review; Less Biofilm,1
554,Basement Membrane,1
555,Melanoma Arising; Dermal Melanocytosis; Malignant Transformation; Cutaneous Melanoma; Primary Cutaneous,1
556,Lung Nodule; Shape Prior; Nodule Segmentation,1
557,Speech Recognition; Attention Mechanism,0
558,Electrical Load; Load Prediction; Intuitionist Fuzzy; Proposed Approach; Prediction Algorithms,0
559,Exhaust Toxicity; Biodiesel Feedstock; Exhaust Properties; Feedstock Type; Least Toxic,1
560,Functional Stability; Plasminogen Activator; Mechanisms Underlying; Massively Parallel; Activator Inhibitor-1,1
561,Changing Role; Lake Simcoe; Institutional Entrepreneurs,1
562,Communication Networks; Hopfield Neural; Neural Network; Inter-Domain Routing; Hierarchical Hopfield,0
563,Intrauterine Cavity; Deep Q-Capsnet; Q-Capsnet Reinforcement; Twin Pregnancies; Learning Framework,1
564,Quality Guideline; Risk Assessment; Niger River; Polar Pesticides; Mekrou River,1
565,Photoacoustic Cavitation; Metal-Organic Framework-Derived; Framework-Derived Carbon; Aggregate Structure; Acoustic Waves,1
566,Clock Tree; Clock Skew; Tree Synthesis; Synthesis Algorithm; Clock Splitters,0
567,Electron Transfer; Electrode Potential; Suboptimal Potential; Proteins Associated; Rrna Gene,1
568,Chromatin Reassembly,1
569,Global-Local Transformer; Local Patches; Whole Input; Global-Context Information; Fine-Grained Details,1
570,Block Ciphers; Block Cipher; Cipher Cryptanalysis,0
571,Light Streaks; Low-Light Images; Deblurring Low-Light; Kernel Estimation; Blur Kernel,0
572,General Population; Promis Measures; Autistic Children; Patient-Reported Outcomes; Promis Scores,1
573,Strains Psr5T; Haladaptatus Halobius; Novel Species; Haladaptatus Members; Haladaptatus Salinisoli,1
574,Galanin Expression; Dark Cycle; Food Intake; Pacap-Ko Mice; Highly Expressed,1
575,Graphic Design; Digital Media; Design Education; Rapid Development; Design Teaching,0
576,Cs/Pda/Pam Hydrogels; Mechanical Properties; Wound Healing,1
577,Service Members,1
578,Optimization Transfer; Image Reconstruction; Quadratic Penalty; Transfer Descent; Trust Surrogate,0
579,A; B,0
580,Intrusion Detection; Attack Classes; Detection Datasets; Generalized Performance; Machine Learning,0
581,Flagellate Dermatitis,1
582,Hyperspectral Image; Image Classification; Deep Learning; Learning Models; Training Samples,0
583,Retinal Neovascularization; Endothelial Growth; Growth Factor; Hypoxia Inducible; Inducible Factor-1Α,1
584,Demand Response; Decentralized Active; Distribution Network; Active Demand,0
585,Discriminative Model; Online Tracking,0
586,Giant Unilamellar,1
587,Trauma Subtypes; Cumulative Trauma; Predictive Utility; Mental Health,1
588,Augmented Reality; Various Dimensions,0
589,Field Conditions; Spodoptera Frugiperda,1
590,Covid-19 Patients; Nasopharyngeal Microbiome,1
591,Climate Change; Change Education,0
592,O-Quinodimethane Atropisomers; Stereospecific Transformation; Enantioselective Synthesis; Diels-Alder Reactions,1
593,Influential Users; Multiple Osns; Determine Influential; Social Networks; Users Within,0
594,Nervous System; Cell Body; Central Nervous,1
595,Head Pose; Face Recognition,0
596,Young People; Positive Organisational; Arts-Based Youth; Youth Scholarship; Organisational Arts-Based,0
597,Nerve Injury; Nmda Receptor; Chronic Pain; Receptor Activity; Cacna2D1 Promoter,1
598,Object Detector; Image Local; Local Features; Deep Learning; Painting Regions,0
599,Gcnn Training; Convolutional Neural; Graph Convolutional; Graph Datasets; Large-Scale Graph,0
600,Texture-Based Method; Moving Objects; Detecting Moving,0
601,Baroreflex Function; Cardiac Energy; Arterial Walls; Circumferential Distensibility; Thicker Arterial,1
602,Embryo Implantation; Taenia Pisiformis,1
603,Radiation Therapy; Secondary Radiation; Risk Model; Current Risk,1
604,Building Identification; Village Building; Ensemble Convolutional; Convolutional Neural,0
605,Noise Resistant; Color Dissimilarity,0
606,Energy Disaggregation; State-Of-The-Art Optimization-Based,0
607,Maxillofacial Trauma; Brain Injury; Head Injury; Trauma Patients; Facial Trauma,1
608,Gaussian Process; Manifold Learning; Local Models; Multiple Local; Manifold Topology,0
609,Related Factors; Factors Towards; Towards End-Of-Life; Iranian Nurses,1
610,Psychiatric Twin; Proband-Wise Concordance; Dementia Praecox,1
611,Central Obesity; United States; Using Data; National Health; Nutrition Examination,1
612,Dance Class; Class Students; Psychological Capital; Elementary School; Demographic Variables,0
613,Privileged Modality; Vessel Border; Border Detection; Intracoronary Imaging; Modality Distillation,1
614,Cell Detection; Sparse Reconstruction; Adaptive Dictionary; Split Touching; Brain Tumor,1
615,Renyi Entropy; Second-Order Renyi; Entropy Graph; Graph Kernel; Deep Renyi,0
616,Euphorbia Umbellata; Plant Metabolites; Inflammatory Diseases; Biological Activities; Complement System,1
617,Visual Target; Target Tracking; Tracking System; Proposed Tracking,0
618,Specific Hdac; Hdac Inhibitors,1
619,St-Elevation Myocardial; Myocardial Infarction,1
620,Pollen Grains,0
621,Motion Capture; Garment-Based Motion,0
622,Body Sensor; Recent Advancements,0
623,Spiking Neural; Dvs128 Gesture; Neural Networks; Dynamic Time-Surfaces,0
624,Prognostic Methods,0
625,Mobility Prediction,0
626,Number Comprehension; Number-Specific Prerequisites; Domain-Specific Prerequisites; Whole-Number Comprehension; Working Memory,1
627,Near-Sensor Processing; Compilation Flow; Ultralow Power; Energy Efficiency,0
628,Cosine Window; Boundary Discontinuity; Spatial Regularization; Tracking Performance; Base Image,0
629,Automatic Portrait; Input Image,0
630,Metal Chelating; Imidazole Substitution; Histidine-Pyridine-Histidine System; Trityl Group,1
631,293F S-2P; 293S S-2P; Neutralizing Antibody,1
632,Image Reconstruction; Total Variation; Regularized Model,1
633,Tricuspid Valve-In-Valve; Valve-In-Valve Procedure,1
634,Qualitative Color; Color Descriptors; Quantitative Global; Global Features; Qart-Learn Approach,0
635,Third-Degree Atrioventricular; Atrioventricular Block; Block Caused; Rhododendron Leaves,1
636,Proposed Algorithm; Deblurring Methods; Edge-Based Deblurring; Text Images; Image Deblurring,0
637,Hand Pose; Pose Estimation; Times Less; Multiply-Add Operations,0
638,A; B,0
639,Condition Monitoring; Wind Turbine; Turbine Condition; Signal Processing; Processing Methods,0
640,Image Reconstruction; Measurement Model,0
641,State-Of-The-Art Approaches; Secrecy Rate,0
642,Facial Emotion; Emotion Recognition; Data Augmentation; Unbalanced Facial,0
643,Total Body; Bone Structure; Greater Gain; Physical Education; 4-Year Cluster,1
644,Human Papillomavirus; Vaccine Series; Vaccination Program; Grande Valley,1
645,Oct-1 Expression; Expression Levels; Imatinib-Sensitive Group; Imatinib Resistant; Myeloid Leukemia,1
646,Ltfu Risk; Hierarchical Bayesian; Bayesian Spatio-Temporal; Modelled Using; Random Effects,0
647,Data Transmission; Inductive Link; Proposed Demodulator,0
648,Nursing Homes; Nursing Home; Covid-19 Response; Omaha System; Staff Roles,1
649,Adjoint Model; Tomographic Remote; Remote Sensing; Sensing Measurements; Forward Model,0
650,Cancer-Related Cognitive; Cancer Patients; Action Plans; Cognitive Impairment,1
651,Bony Structures; One-Shot Generative; Generative Adversarial; Sub- Network; Mri-Ct Data,1
652,Reverberation Parameters; Late Residual; Residual Echo; Mean Squared; State-Of-The-Art Methods,0
653,Correspondence Ground; Discriminant Projections; Dimensionality Reduction; Ground Truth; Training Data,0
654,"1,2-Dicarbonylative Cyclization; Alkyl Bromides",1
655,In-Plane Defects; Hydroxylated Graphene,1
656,Error Compensation; Compensation Methods,0
657,Treated Wastewater; Marker Cecs; Wastewater Treatment; Quality Indicators; Treatment Plant,1
658,Canonic Sign; Sign Digit; Based Approximation; Computational Overhead,0
659,Fully Convolutional; Channel Wise,0
660,Music Transcription; Polyphonic Transcription; Automatic Music; Approach Based,0
661,Gaucher Disease; Disease Type; Venglustat Exposure; Endpoints Included; Neurological Manifestations,1
662,Mixture Prior; Prior Models; Single Image; Multiple Mixture; Image Super-Resolution,0
663,Discriminative Features; Learning Discriminative,0
664,A; B,1
665,Fixed-Point Convergence; Proximal Operator,0
666,Linear Siloxanes; Geographical Distribution; Korean Coastal; Coastal Waters; Bioaccumulation Potential,1
667,Critical Points; Points Detection; Neuron Critical; Seed Points; Spherical-Patches Extraction,1
668,Musical Things; Artificial Intelligence; Music E-Learning,0
669,Tunable Wdm-Pon; Centralized Wavelength; Wavelength Control; Wdm-Pon System,0
670,Organic Solar,0
671,Virtual Reality; Reality Technology; Multi-Source Information; Application Research; Paper Puts,0
672,Multi-Task Learning; Structure Detection; Retinal Vascular; Vascular Junctions,1
673,Motion Artifact; Rigid Board; Artifact Detection; Artifact Removal,1
674,Bandpass Filters; Ccef Bpfs,0
675,Workload Control; Semiconductor Industry; Semiconductor Manufacturing,0
676,Dermoid Cyst; Ovarian Dermoid; Acute Peritonitis; Cyst Spillage; Chemical Peritonitis,1
677,Power Framework; Sustainability Research; Sustainability Assessment; Long-Term Dynamics,0
678,Machine Learning; Distributed Machine; Graph Computation; Distributed Graph; State-Of-The-Art Distributed,0
679,Predictive Maintenance,0
680,Semantic Segmentation; Satellite Imagery; Ground Sampling; Sampling Distance,0
681,Animal Welfare,1
682,A; B,1
683,Urban Landscape; Experimental Research; Urban Environment,0
684,Texture Features; Deep Texture; Face Spoofing; Spoofing Detection; Face Recognition,0
685,Side Chains,1
686,Scene Understanding,0
687,Classification Framework; Rotation-Reversal Invariant; Proposed Classification,0
688,Brain Functional; Functional Connectivity; Covariance Matrices; Brain Regions,1
689,Improved Retinanet; Species Recognition; Feature Pyramid; Proposed Method; State-Of-The-Art Methods,0
690,Water Spray; Spray Park; Diseases Burden; Sensitivity Analysis; Pathogenic Viruses,1
691,Shear Wave; Wave Velocity; Local Phase; Separate Acquisitions; Phase Velocity-Based,1
692,Placenta Segmentation; Whole Placenta; Limited Field-Of-View,1
693,Neoplastic Progression; Significantly Associated; Barrett Oesophagus,1
694,Visually Impaired,0
695,Geometric Mean; Thoron Concentrations; Equilibrium Factors; Mean Values; Indoor Radon,1
696,Fault Location; Transmission Lines,0
697,P53-Dependent Apoptosis; Long-Term Consumption; Oxidative Stress; Cardiac Tissue,1
698,Correntropy Function; Video Streams; State-Of-The-Art Approach,0
699,Inflammatory Responses; Mimcd-3 Cells; Pro-Inflammatory Molecules; Mouse Inner; Inner Medullary,1
700,Colour Image; Colour Space; State-Of-The-Art Colour; Clustering Results; Different Colour,0
701,Face Recognition; Target Person; Attentional Adversarial; Adversarial Attack; Attack Generative,0
702,State-Of-The-Art Models,0
703,Swabian Jura; Upper Palaeolithic,0
704,Image Retrieval; Local Descriptors; Global Descriptors; Residual Vectors,0
705,Cell-Level Anomalies; Deep Learning; Photovoltaic Modules,0
706,Microbiome Modulation; Periodontal Therapeutics; Sequencing-Based Knowledge,1
707,A; B,1
708,Hybrid Joint; Joint Diagonalization,0
709,Facial Type; Maxillary Anterior; Vertical Facial; Anterior Alveolar; Type Group,1
710,Smart City; Data Distribution; Deep Metric; Image Retrieval; Metric Learning,0
711,Natural Soil; Soil Environment; Fuzzy C-Means; Environmental Management; Index System,1
712,Agronomic Practices; Improved Agronomic; Agronomic Gain; Genetic Improvement; Highest Yield,1
713,Histone Deacetylase; Pancreatic Cancer; Cancer Cell; Cell Lines; Cancer Cells,1
714,Network Protocol; Stateful Network; Greybox Fuzzer; Greybox Fuzzers; Protocol Programs,0
715,Calling Cards; Enhanced Fuzzy; Neural Network; English Calling; Neural Networks,0
716,Blood Biochemical; Hematological Parameters; Cfdna Fragmentation; Healthy Individuals; Fragmentation Profiles,1
717,Proposed Algorithm; Turbo Decoding; Odd-Even Interleavers; Decoding Algorithm; Turbo Codes,0
718,Herbal Medicines; Near Infrared; Multivariate Calibration,1
719,Prior-Art Approaches; Dual Active; Active Bridge; Bridge Converters; Switching Transients,0
720,Graph Reasoning; Biomedical Image; Boundary Feature; Reasoning Modules; Boundary Features,1
721,Instance Segmentation; Feature Alignment; Domain Adaptive; Adaptive Mask; Similarity Maximization,1
722,Omnidirectional Content; Color Correction; Color Mismatch; Spherical Color,0
723,Collective Behavior; Bright Illumination; Combined Manipulations; Fish Swam,1
724,Strategic Plan; Relationship Violence; Sexual Misconduct; Michigan State; State University,1
725,Nuclear Phosphorylation; Shuttling Dynamics; Tissue-Damaging Conditions,1
726,Staphylococcus Aureus; Bacterial Topoisomerase; Topoisomerase Inhibitors; Novel Bacterial; Bactericidal Activity,1
727,Sage Could; State-Of-The-Art Black-Box; Black-Box Attacks; Acceleration Framework,0
728,A; B,0
729,Sparse Signals; Binary Sparse; Polynomial Optimization; Compressed Sensing; Linear Measurements,0
730,Microbiota-Drug Associations; Different Types; Anticancer Treatment; Drug Efficacy; Manually Curated,1
731,Three-Dimensional Covalent; Organic Frameworks; Covalent Organic,1
732,Scaling Factors; Large Scaling; Multi-Scale Aggregation,0
733,Performance Evaluation; Deployment Cost; Evaluation Framework; Network Architecture; Network Automation,0
734,Salient Object; Object Detection; Appearance Feature; Attention Module; Attention Network,0
735,Escherichia Coli; Phylogenetic Group; Persistent Fever; Uropathogenic Escherichia; Antibiotic Resistance,1
736,Anaerobic Digestion; Bio-Based Industries,1
737,Hela Cells; Active Caspase-3; Increased Apoptosis; Blot Assay; Western Blot,1
738,Art-Based Inquiry; Focus Groups; Family Resilience; Hurricane Maria,0
739,Clinical Samples; Percent Agreement; Nanopore Adaptive; Metagenomic Sequencing,1
740,Spie Medical; Medical Imaging; Imaging 50Th; 50Th Anniversary; Picture Archiving,1
741,Microbiome Diversity; Temperature Changes,1
742,Embryo Implantation; Embryo Development; Primate Species; Embryo Invasion,1
743,Smoothness Term; Evaluation Model; Color-Guided Depth; Depth Enhancement; Depth Edges,0
744,Phase Estimation; Estimation Efficiency,0
745,Proposed Method; Compressed Sensing; Real-Time Reconstruction; Difference Image; Online Reconstruction,0
746,Energy Consumption; Different Setpoint; Setpoint Strategies; State-Of-The-Art Museum; Indoor Climate,0
747,Potentially Toxic; Upper Brahmaputra; Brahmaputra Floodplains; Health Risk; Toxic Elements,1
748,Deep Relational; Predicting Expressive; Postoperative Seizure; Relational Reasoning; Whole Brain,1
749,Neural Network; Art-Kohonen Neural; Case-Based Reasoning; Fault Diagnosis; Previously Trained,0
750,Placental Chorioangioma; Giant Placental; Chorioangioma Associated,1
751,Deep Dual-Resolution; Accurate Semantic; Semantic Segmentation; Dual-Resolution Networks; Contextual Information,0
752,Health Outcomes; Income Inequality,1
753,Heavy Metals; Phytoavailable Heavy; Trace Phytoavailable; Microplasma Optical; Activated Carbon,1
754,Local Adsorption; Adsorption Parameters; Physicochemical Quantities,0
755,Chain Length; Quercetin Monoesters,1
756,Network Processing; Linear Merge,0
757,Integrated Energy; Solar-Driven Integrated; Energy Systems; Solar Cells,0
758,Geometric Abstraction; Abstraction Framework; Main Subject; Polygon-Based Geometric,0
759,Brain Metabolites; Medial Prefrontal; Autistic Traits; Personality Traits; Autism Spectrum,1
760,Mobile Technology; Young Adults; Technology Vulnerability; Adults Living; Factor Analysis,0
761,Wearable Technology,0
762,Single Nucleotide; Gastric Cancer; Scoping Review; Mirna Snps; Nucleotide Polymorphisms,1
763,Congenital Heart; Heart Disease; Congenital Echocardiography; Sequential Segmental,1
764,Energy Efficiency; Machining Process,0
765,Secondary Syphilis; Erythema Multiforme,1
766,Image Registration; Medical Image; Registration Methods,1
767,Skin Lesion; Lesion Segmentation; Automatic Skin; Jaccard Distance; Image Segmentation,1
768,Single Ap-Board; Automata Processor,0
769,Α-Kgdhc Activity; Cardiac Muscle; Α-Ketoglutarate Dehydrogenase; Protein Level,1
770,Distal Acquired; Acquired Lacrimal; Intranasal Pathologies; Local Anesthesia,1
771,Anticancer Activity; Inhibitory Activity; Growth Inhibition; Binding Mode; Dhfr Inhibitory,1
772,Blood Plasma; Continuous Monitoring; Unbinding Events,1
773,External Memory; Fpga-Based Lstm; Off-Chip Memory; Times Higher; On-Chip Memory,0
774,System Level; Power Consumption; Sigma Delta; Level Parameters; State-Of-The-Art Fabricated,0
775,Survival Prediction; Prediction Accuracy; Myelodysplastic Syndromes,1
