uuid,Keywords,label
493,Autism spectrum disorder; Induced miscarriage; Intrauterine environment; Miscarriage; Spontaneous miscarriage.,1
494,thermo-optical effects; intelligent actuators; cotton fabrics; thermo-optical devices; intelligent materials; textile technology; ink; ink jet printing; actively actuated all dispenser printed thermochromic smart fabric device; art dispenser printing; ultraviolet curable TC ink; conductive track-based printed heater; untreated polyester cotton fabric; activation temperatures; smart fabric applications,0
495,AGO2 protein; bio-orthogonal Group; cancer therapy; microRNAs; small molecule Inhibitor.,1
496,Endoscopy; image enhancement; machine learning; de-smoking,1
497,Open set classification; unknown class detection; known class classification; reverse nearest neighborhood,0
498,LV mechanics; LV twist; Speckle tracking.,1
499,Enterobacterales; microbial drug resistance; polymyxin B; thiosemicarbazide.,1
500,ACC deaminase; Acuticoccus; endophytic; halophyte; phylogenetic analysis; taxonomy.,1
501,DC-DC conversion; High frequency; CMOS; State-of-the-art; Low voltage; Buck,0
502,Dynamic voltage scaling; machine learning; multicore processing; optimization,0
503,cattle; growth hormone; hypothalamus; ultradian rhythm.,1
504,coopération réflexive; démocratie en santé; experiential knowledge; health democracy; health partnership; partenariat en santé; quality of care; qualité des soins; reflective cooperation; savoir expérientiel.,1
505,Few-shot learning; melanoma segmentation; robustness; self-supervised learning (SSL),1
506,Dual-task; backward crosstalk; mouse tracking; multitasking; no-go task.,1
507,In vitro models; Metabolism; Neural development; Organoids.,1
508,desalination; alternative energy; review,0
509,Australian archaeology; arid zone; hunter-gatherer demography; ENSO; late-Holocene climates; rock art; human-environment interactions; Central Australia,0
510,Human action recognition; Convolutional neural networks (CNN); Stratified pooling (SP); Support vector machines (SVM),0
511,Bayesian compressive sensing (BCS); direction-of-arrival estimation (DoA); linear array; sparse representation,0
512,cancer cell culture; glioblastoma; radioresistance.,1
513,ICP-ToF-MS; Ir DNA staining approach; carbon steel corrosion; interfaces; microbiological corrosion; single cell analysis.,1
514,membrane curvature; migrasomes; optical tweezers; tetraspanin.,1
515,C-ratio; Chemical weathering; Hydrochemistry; Major ions; Upper Indus Basin.,1
516,Black women; context; hairstyling; identity performance; mixed-race; travelling.,1
517,CT; PET; SPECT; diagnostic and prognostic application.,1
518,adrenal gland; aorta; rabbit; ultrasonography.,1
519,Motion correction; model reduction; joint optimization; magnetic resonance imaging (MRI); image reconstruction; forward modeling,1
520,Auto-context; CT prediction; dose planning; PET attenuation correction; random forest,1
521,Art authentication; Deep learning; Digital image processing; Machine learning; Residual neural network,0
522,Crystal microstructure; infrared sensors; photodiodes; silicon,0
523,Animal skin patterns; Amulets; Amber; Tooth pendants; Mesolithic burials; Federmesser culture; Ertebolle culture; Viper; Deer fawns; Pond turtle shell,0
524,Malware; Feature extraction; Machine learning algorithms; Smart phones; Machine learning; Heuristic algorithms; Computational modeling; Android; co-existence; FP-growth; machine learning; malware,0
525,closed-loop systems; preclinical studies; rapid eye movement (REM) sleep modulation; spatial working memory; therapeutics; ultrasound stimulation.,1
526,thermal insulation materials; inorganic fibrous; organic foamy; properties & performance,0
527,Object detection; Cross-domain; Unsupervised domain adaptation; Curriculum learning; Self-paced learning,0
528,Learning factory; Education; Training; Manufacturing research; Competence development,0
529,Neural networks; genetic algorithm; multiobjective optimization; rule extraction.,0
530,charge transfer; sense amplifier; DRAM; boosting capacitance; low voltage,0
531,Alpha; COVID-19; Cross-projection; Delta; Immunity; Omicron; Statistical model; Waning.,1
532,Chemical precipitation; Coal gasification gray water; Pulse electrocoagulation; Sludge analysis.,1
533,Data mining; Weighted clickstream pattern mining; Sequential pattern mining,0
534,Afasia; Aphasia; Awake surgery; Brain glioma; Conscious sedation; Craneotomía con paciente despierto; Eloquence area; Glioma cerebral; Language mapping; Mapeo lenguaje; Sedación consciente; Área elocuente.,1
535,acoustic resonance testing (ART); deep learning; machine learning; small data; non-destructive testing (NDT),0
536,endothelial cell heterogeneity; endothelium-specific; organ-specific; pulmonary vasculature; single-cell.,1
537,Computer self-efficacy; Confirmation; Enjoyment; MOOCs; Openness; Perceived usefulness; Reputation; Satisfaction.,1
538,Exposome; Statistical models; Multi-omics; Multiple exposures; Environmental exposures,0
539,Coverage and connectivity problem; Wireless sensor network; Biogeography-based optimization,0
540,Local and exotic birds; Etruscan art; Vulci; Tarquinia,0
541,IGO; atomic layer deposition; cation composition; oxide semiconductor; thin-film transistor.,1
542,biocatalyst; heme; heterogeneous catalysis; peptide; peroxidase-like activity.,1
543,design-for-variability; flip-flop; nanometer process; PVT variation; single event upset,0
544,Aging; Alzheimer’s disease; Iron; Neuroprotection; Tau; β-Amyloid.,1
545,Sensors; Electromagnetic waves,0
546,Kernel; Image reconstruction; Convergence; Superresolution; Signal processing algorithms; Optimization; Linear systems; Image reconstruction; regularization; Gaussian denoiser; plug-and-play method; Krylov solver,0
547,Image quality assessment (IQA); pairwise learning to rank; preference model; masking effect,0
548,Knowledge graph; Network analysis; Community detection; Semantics,0
549,400G; 16QAM; DWDM; DAC; ADC; DSP,1
550,climate change; deglaciation; fire regime; macrofossil; tree migration.,1
551,MD simulation; glutamate ionotropic receptor NMDA type subunit 1; molecular docking; orphan disease; protein-protein interaction (PPI); schizophrenia; virtual screening.,1
552,Intelligent vehicles; scene understanding; real-time; semantic segmentation; deep learning; residual layers,0
553,Mucositis; etiology; experimental induction; gingival crevicular fluid; gingivitis; peri-implantitis; periodontitis.,1
554,Alveolar hemorrhage; Anti-neutrophil cytoplasm antibody; Goodpasture syndrome; Plasmapheresis; Pulmonary-renal syndrome; Rapidly progressive glomerulonephritis.,1
555,congenital nevus cells; melanocytic lesions; melanoma; molecular pathology.,1
556,Adaptive shape prior; dictionary learning; level set segmentation; lung nodules; sparse representation; X-ray CT,1
557,Speech recognition; End-to-end; Attention mechanism,0
558,electrical load prediction; interval type-2 Atanassov intuitionist fuzzy logic system; ridge least square algorithm; gravitational search algorithm,0
559,Exhaust exposure; Health; In vitro exposure model; Toxicology of exhaust emissions; Vehicle emissions.,1
560,enzyme inhibitor; fibrinolysis; high-throughput sequencing; kinetics; phage display; protease inhibitor; serpin.,1
561,Canada; Environmental nongovernment organizations; Institutional entrepreneurs; Lake Simcoe; Ontario; Water governance.,1
562,Hopfield Neural Networks; Routing algorithms; Communication networks; Artificial neural networks,0
563,Cavity resonators; Magnetic resonance imaging; Feature extraction; Image segmentation; Motion segmentation; Forestry; Lung; Fetal surgery; twin-to-twin transfusion syndrome; MRI; intrauterine cavity segmentation; capsules; q-learning,1
564,Agriculture; Mekrou River; Niger River Valley; POCIS; Pesticides; Risk assessment.,1
565,amyloid; carbon nanoparticles; metal−organic framework; near-infrared light; photoacoustic.,1
566,Clock tree synthesis; legalization; physical design; placement; single flux quantum (SFQ); superconducting electronics,0
567,Biocathode; Microbial fuel cell; Microbiology.,1
568,Chromatin assembly; Diffuse large B cell lymphoma; Follicular lymphoma; Germinal centre B lymphocytes; Replication.,1
569,Estimation; Magnetic resonance imaging; Feature extraction; Biological neural networks; Three-dimensional displays; Fuses; Data mining; Global-local transformer; attention; brain age estimation; deep learning; interpretation,1
570,block cipher; cryptanalysis; symmetric encryption,0
571,Image deblurring; light streak; non-uniform blur,0
572,PROMIS; autism; material hardship; parent-report; patient-reported outcomes; quality of life.,1
573,Gobi saline soil; Haladaptatus halobius sp. nov.; Haladaptatus salinisoli sp. nov.; halophilic archaea.,1
574,Appetite; DMH; Galanin; Hypothalamus; PACAP; VMH.,1
575,Graphic design education; digital media art; curriculum,0
576,adhesive; chitosan; hydrogel; stretchable; wound dressing.,1
577,military deployment health.,1
578,Edge-preserving regularization; image reconstruction; optimization algorithm; optimization transfer; positron emission tomography (PET),0
579,art therapy; museum; hospital-related stress,0
580,CIC-IDS2017; CSE-CIC-IDS2018; CIC-DoS2017; CIC-DDoS2019; cybersecurity; generalization; intrusion detection; network security; network traffic classification; supervised machine learning,0
581,bleomycin; bleomycin rash; bleomycin side effect; flagellate dermatitis; hyperpigmented linear rash; ovarian germ cell tumour; whip-like pattern.,1
582,Hyperspectral imaging; Feature extraction; Training; Laser radar; Representation learning; Principal component analysis; Data models; Fine-tuning strategy; hyperspectral image classification; multimodal data; unsupervised deep learning,0
583,PIWI-interacting RNA; angiogenesis; human retinal endothelial cells; hypoxia; hypoxia inducible factor-1α; interleukin-1β; migration; non-coding RNA; oxygen-induced injury; retinopathy.,1
584,System stability; Demand management; Decentralized system,0
585,Biological system modeling; Training; Feature extraction; Dimensionality reduction; Optimization; Adaptation models; Visualization; Visual tracking; dimensionality reduction; discriminative model,0
586,Autophagy proteins; LC3/GABARAP; cardiolipin; ceramide; mitochondria.,1
587,Anxiety; Depression; PTSD; Refugees; Trauma.,1
588,Roads; Light emitting diodes; Strips; Color; Visualization; Autonomous vehicles; Augmented reality; Fully autonomous vehicles; human-machine interaction; virtual reality; augmented reality; vehicle-to-pedestrian communication; pedestrian crossing,0
589,Spodoptera frugiperda; adoption; botanical pesticide; challenge and prospect; commercialization.,1
590,And SARS-CoV-2; Nasopharyngeal microbiome; Opportunistic pathogens.,1
591,Sustainability education; Transformation; Arts-based methods; Youth,0
592,Atropisomers; Diels-Alder Reaction; Stereoselectivity; [2+2+2] Cycloaddition; o-Quinodimethane.,1
593,Hub; authority; topic model; online social networks,0
594,Astrocyte; Microglia; Myelin; Neuron; Oligodendrocyte.,1
595,face recognition; assistant mobile robots; cross-pose face recognition; MAPIR Faces; human-robot interaction,0
596,positive organisational scholarship in healthcare; arts-based research; young people; mental health; resilience; pandemics; COVID-19,0
597,chromatin; dorsal root ganglion; epigenetics; histone modification; synaptic plasticity; transcriptomics.,1
598,Art painting detection; Art painting identification; Art painting dataset; Image local feature; Deep learning; Machine learning; Feature extraction,0
599,Atomic modeling; Distributed data parallelism; Graph neural networks; HOMO-LUMO gap; Molecular dynamics; Surrogate models.,0
600,motion; texture; background subtraction; local binary pattern,0
601,body mass; law of Laplace; pharmacological method; sequence method; vascular mechanics.,1
602,Cysticerci; Granulomas; Infection; Reproduction.,1
603,National Council on Radiation Protection and Measurements; risk estimates; medical radiation; radiation damage,1
604,Ensemble Convolutional Neural Networks; remote sensing; building detection; village mapping; multiscale feature learning,0
605,Multi-exposure fusion; noise maps; color dissimilarity,0
606,non-intrusive load monitoring; optimization-based energy disaggregation; benchmarking; evaluation metrics,0
607,Fractures; Head injury; Mandible; Maxilla; Maxillofacial; Trauma.,1
608,Manifold learning; multiple dynamics; tangent bundle; tracking,0
609,Iran; hospice care; nurses; palliative care; systematic review.,1
610,Luxenburger; history; schizophrenia; twin studies.,1
611,National Health and Nutrition Examination Survey; central obesity; environmental exposure; nitrate; obesity; overweight; perchlorate; thiocyanate.,1
612,art talent class; psychological capital; physical self-concept; stress of dance learning,0
613,Vessel border detection; privileged information; knowledge distillation; intravascular ultrasound; optical coherence tomography,1
614,Cell detection; sparse reconstruction; trivial templates,1
615,Shannon entropy; Renyi entropy; Deep representation; Graph kernel; Graph classification,0
616,Euphorbia umbellata; biological activities; chemical substances; extracts; worldwide distribution.,1
617,Occlusion detection; online linear discriminator (OLD); target-specific feature descriptor; visual target tracking,0
618,CRISPR/Cas9; HDAC inactivation; HDAC inhibition; Knock-in; Knockout; Transgenic cells.,1
619,Anticoagulation; Bivalirudin; Glycoprotein IIb/IIIa inhibitors; Low molecular weight heparin; ST-elevation myocardial infarction; Unfractionated heparin.,1
620,Pollen dispersion; Numerical modelling; Operational pollen forecast,0
621,3D reconstruction; Motion capture; Structure-from-motion; Multi-camera systems; Soft-tissue artefacts,0
622,Biomedical monitoring; Sensors; Monitoring; Temperature sensors; Wearable sensors; Biosensors; Wearable computers; Body sensor network; wearable sensors; sensor systems integration; IoT edge sensor systems,0
623,Lightweight spiking neural network; spiking neural network; dynamic time-surfaces; event-based data,0
624,PHM; prognosis; maintenance; RUL,0
625,Mobility prediction; quality of service (QoS); resource reservation; handover management; the fifth-generation mobile system (5G),0
626,Math cognition; Metacognition; Number comprehension; Number-specific prerequisites; Primary school; Working memory capacity.,1
627,Coarse grain reconfigurable array (CGRA); compilation; computer architecture; control and data flow graph (CDFG); control flow; ultralow power accelerator,0
628,Contamination; Microsoft Windows; Training; Computational efficiency; Adaptation models; Correlation; Convolution; Visual tracking; correlation filters; cosine window; spatial regularization,0
629,Image stylization; Saliency aware; Dictionary learning; Texture synthesis,0
630,AsPC-1; DNA cleavage; Histidine–pyridine–histidine; U251; U87.,1
631,293 cells; Glycosylation; Immunogenicity; SARS-CoV-2; Spike.,1
632,Krasnoselskii-Mann algorithm; image reconstruction; maximum likelihood estimation; positron emission tomography; total variation,1
633,Child; Congenital Heart Disease; Sternotomy; Transcatheter Valve Implantation; Tricuspid Valve Disease.,1
634,Qualitative modelling; Color naming; Color similarity; Support vector machines; Art; Machine learning,0
635,rhododendron; bradycardia; grayanotoxin; hypotension; third-degree atrioventricular block.,1
636,Image deblurring; L-0-regularized prior; text images; low-illumination images; natural images,0
637,Convolutional neural network; Feature extractor; Hand pose estimation,0
638,bandgap energy; emerging photovoltaics; flexible photovoltaics; photovoltaic device photostability; transparent and semitransparent solar cells,0
639,Condition monitoring; fault diagnosis; survey; wind turbine (WT),0
640,Beamforming; compressed sensing (CS); sparse regularization (SR); ultrafast ultrasound (US) imaging,0
641,Cooperative jamming; cooperative relaying; fractional programming; low-resource devices; physical layer security; wireless communications,0
642,facial expression recognition; imbalanced learning; attention; deep learning,0
643,BONE STRENGTH; CHILDREN; ELEMENTARY SCHOOL; EXERCISE; PHYSICAL ACTIVITY; PQCT.,1
644,Human papillomavirus vaccine; Rio Grande Valley; adolescent health; human papillomavirus-related cancers and diseases; provider recommendation; school-based vaccination.,1
645,Chronic myeloid leukemia; Imatinib; OCT-1; Resistance.,1
646,HIV prevention; LTFU risk; ART; conditional autoregressive models; spatio-temporal; poisson regression,0
647,Inductive link; downlink data transmission; carrier width modulation; CWM demodulator,0
648,COVID-19 pandemic; Interprofessional and multidisciplinary partnership; Nursing home; The Omaha System.,1
649,Tomography; Remote sensing; Adjoint dispersion model; 4D variational method; Data assimilation; Plume reconstruction,0
650,Biomarkers; Cancer-related cognitive impairment (CRCI); Clinical; European consortium; Neuroimaging; Preclinical; Rehabilitation; Risk factors.,1
651,Craniomaxillofacial bone segmentation; MRI; generative adversarial learning; one-shot learning,1
652,Reverberation; Microphones; Noise measurement; Cost function; Speech processing; Estimation; Acoustic echo cancellation; adaptive filters; late residual echo estimation; residual echo suppression,0
653,Linear discriminant projections; dimensionality reduction; image descriptors; image recognition; image matching,0
654,"1,2-Dicarbonylation; 1,4-Diketone; Alkyl Bromides; Cyclization; Radical Cascade Reaction.",1
655,ball milling; carbon materials; graphene; green chemistry; mechanochemistry.,1
656,analog-to-digital converter (ADC); dithering; error compensation; lookup table; modeling,0
657,Advanced wastewater treatment; Emerging contaminants; Granular activated carbon; Pilot-scale; Water reuse.,1
658,Convolution neural networks; dedicated accelerators; approximate computing; canonic sign digits,0
659,Fully convolutional networks; image segmentation; squeeze & excitation,0
660,music transcription; music information retrieval; deep learning,0
661,CNS; Gaucher disease type 3; glycosphingolipids; substrate reduction therapy; venglustat.,1
662,Student-t mixture models; selective patch processing; difference curvature; mixed matching,0
663,Training; Prototypes; Neural networks; Feature extraction; Task analysis; Deep learning; Adaptation models; Small-sample learning; deep neural network; relation learning; discriminative feature learning,0
664,Chromatin fractionation; DNA damage response; Deacetylation and desuccinylation assay; Immunoprecipitation; SIRT7.,1
665,Regularization; plug-and-play; ADMM; convergence analysis,0
666,Bioaccumulation; Cyclic; Harbor; Industry; Linear.,1
667,Neurons; Three-dimensional displays; Microscopy; Image reconstruction; Two dimensional displays; Feature extraction; Streaming media; Critical points detection; neuron reconstruction; deep learning; microscopy images,1
668,Internet of Things; sound and music computing; ubiquitous music; mobile music; networked music performance; participatory art,0
669,Optical fiber networks; optical transmitters; passive optical networks; tunable lasers; WDM networks,0
670,commercialization; markets; organic photovoltaics; organic solar cells,0
671,art painting; intelligent teaching; multi-source information fusion; virtual reality technology,0
672,OCTA; multi-task learning; retina structures; detection; segmentation; classification,1
673,Electroencephalography; Biomedical monitoring; Wireless communication; Electrodes; Monitoring; Motion artifacts; Ambulatory EEG; diagnostics; EEG headband; fully flexible; motion artifact removal; neural interface; neural recording; seizure detection; truly wearable; wireless,1
674,cross-coupling; elliptic function; bandpass filter; split ring resonator,0
675,workload control; semiconductor manufacturing; order release; dispatching,0
676,acute peritonitis; benign mature cystic teratoma; chemical peritonitis; ovarian cyst; ovarian dermoid cyst.,1
677,Power; Sustainability research; Interdisciplinary; Interparadigmatic; Integrated assessment,0
678,Graph computing; distributed machine learning; heterogeneity; stale synchronous parallel; MEGA model,0
679,predictive maintenance; artificial intelligence (AI); embedded AI; edge AI; pruning; model deployment,0
680,sentinel; pnoa; sigpac; unet; deeplab; multi-spectral; aerial; agriculture; convolutional neural network; semantic segmentation,0
681,animal welfare; breeding; dromedary; legislation.,1
682,Iterative image reconstruction; MR-PET; multi-modality imaging; total generalized variation; variational regularization methods,1
683,visual image; environmental awareness; local identity; ecological environment,0
684,Face recognition; spoofing detection; biometrics; deep texture features; convolutional neural networks,0
685,Carbamate; Conformation Locks; Donor; Polymer; Solar Cells.,1
686,Scene understanding; tracking; scene tracklets; tracking-by-detection; MCMC,0
687,FER; AdaBoost; rotation-reversal invariant HOG,0
688,Trajectory; Covariance matrices; Measurement; Functional magnetic resonance imaging; Task analysis; Time series analysis; Symmetric matrices; Dynamic functional connectivity; fMRI pattern classification; covariance trajectory; Riemmanian metric; dimension reduction,1
689,Feature extraction; Object detection; Image color analysis; Shape; Insects; Machine learning; Fly species recognition; RetinaNet algorithm; attention convolution module; convolutional neural network,0
690,Disability adjusted life years (DALY); Enteric viruses; Gastrointestinal illness; QMRA; Water spray park.,1
691,Shear wave elastography (SWE); ultrasound; soft tissue; local wavenumber; phantom; lesion; imaging,1
692,Multi-task learning; Multi-view imaging; Ultrasound placenta segmentation; Uncertainty/variability.,1
693,Barrett oesophagus; high-grade dysplasia; indefinite for dysplasia; low-grade dysplasia; oesophageal adenocarcinoma; p53.,1
694,visual impairment; accessibility; aesthetics; color; multi-sensory; museum exhibits,0
695,Effective dose; Effective radium content; Inhalation dose; LR-115 (II) detectors; Radon; Thoron.,1
696,wavelet; fault location; transmission line; travelling wave,0
697,aspartame; heart; mice; non-nutritive sweeteners; oxidative stress; toxicity.,1
698,correntropy; variable bit-rate; video synchronization,0
699,guggulsterone (GS); inflammation; inner medullary collecting duct (IMCD); lipopolysaccharide (LPS); toll-like receptor 4 (TLR4).,1
700,image colour analysis; image segmentation; pattern clustering; image fusion; single colour space; two-label segmentation; multiple-label segmentation; robust segmentation; colour information; monochrome segmentation; slope difference distribution clustering; colour image segmentation methods; SDD clustering; colour image complexity; colour image diversity,0
701,Face recognition; Generative adversarial networks; Adversarial attack,0
702,Visual attention; Saliency; Receptive field; Filter,0
703,Aurignacian; Swabian Jura; Mobiliary art; Parietal art,0
704,Visual search; image retrieval; local descriptor aggregation; global descriptor,0
705,Electroluminescence images; Photovoltaic modules; Deep learning; Anomaly detection; Weakly supervised segmentation; Deep autoencoder,0
706,DNA; Periodontitis; microbiota; prebiotics; sequence analysis.,1
707,artificial intelligence; cas system; covid; ct-scan; elisa; molecular investigations; rt-pcr; sars-cov-2; serological test; thermometer thermal scanners.,1
708,Givens and hyperbolic rotations; noncircularity; orthogonal and nonorthogonal joint diagonalization,0
709,cbct; hyperdivergent; hypodivergent; maxillary anterior alveolar angle; normodivergent; vertical facial type.,1
710,Smart city; Image retrieval; Deep metric learning,0
711,Cluster validity; Digital soil mapping; Soil classification; Soil regionalization; Unsupervised clustering.,1
712,Agronomy; Genetic improvement; Meta-analysis; Oryza spp.,1
713,Anilinobenzamides; Capping group; Class-I histone deacetylases inhibitors; HDAC; Pancreas cancer.,1
714,Protocols; Fuzzing; Sockets; Electronic mail; Libraries; XML; Sun; Greybox fuzzing; stateful network protocol programs; snapshots,0
715,English calling cards; enhanced fuzzy RBF (radial basis function); neural networks; 8-directional contour tracking method; enhanced fuzzy ART neural network,0
716,Biochemical parameters; Cell-free DNA; Fragmentomics; Hematology; Liver enzyme.,1
717,Turbo codes; iterative decoding; parallel algorithms; throughput; WiMAX,0
718,forensic science; herbal medicines; multiple linear regression; near infrared; partial least squares discriminant analysis; partial least squares regression; sibutramine; successive projections algorithm.,1
719,Dual active bridge converter; zero-voltage switching,0
720,Image segmentation; Feature extraction; Cognition; Task analysis; Semantics; Optical imaging; Optical computing; Region-boundary; graph neural network; segmentation,1
721,Image segmentation; Semantics; Task analysis; Feature extraction; Microscopy; Training; Adaptation models; Unsupervised domain adaptation; instance segmentation; microscopy images,1
722,Virtual reality; 360-video; Color matching; Binocular rivalry; Omnidirectional images; Stereoscopic 3D,0
723,Collective behavior; Danio rerio; Orientation; Schooling; Shoaling; Zebrafish.,1
724,campus policies; relationship violence; sexual misconduct.,1
725,DILI; Hippo pathway; TAZ; acetaminophen; computational biology; human; medicine; mouse; partial differential equations; systems biology.,1
726,Staphylococcus; biofilm; topoisomerase.,1
727,Adversarial examples; saliency map; bounding box; black-box attacks; acceleration framework,0
728,adaptive resonance theory (ART) algorithm; gradient descent; initial configuration; kernel functions; radial basis function (RBF) networks,0
729,Binary signals; compressed sensing; polynomial optimization; semidefinite programming; sparse signal recovery,0
730,anticancer treatment; database; efficacy; microbiota; toxicity.,1
731,Covalent Organic Frameworks; Crystalline Porous Materials; Crystallization; Functionalization.,1
732,Super-resolution; lightweight network; multiscale; hierarchical spatial attention,0
733,Artificial intelligence; Machine learning; Radio access networks; Network automation,0
734,image motion analysis; video signal processing; neural nets; object detection; image segmentation; image sequences; feature extraction; attention mechanism; fusing optical flow; appearance features; feature map; state-of-the-art method flow-guided recurrent neural encoder; Densely Annotated Video Segmentation; Freiburg-Berkeley Motion Segmentation; flow driven attention network; video salient object detection; convolutional neural network; still-image based saliency detectors; flow-driven attention network; FDAN; motion information; appearance feature extractor; motion-guided attention module; saliency map regression module; infers; ultimate saliency map,0
735,acute pyelonephritis; antibiotic susceptibility; female; male; phylogenetic group; uropathogenic Escherichia coli; virulence factor.,1
736,Anaerobic digestion; Biochar; Biofertilizer; Biogas; Digestate utilization.,1
737,Apoptosis; Autophagy; Cervical cancer; Quercetin.,1
738,Natural disaster; Migration; Family resilience; Attachment; Displacement,0
739,antibiotic resistance genes; human host depletion; metagenomics pipeline; nanopore adaptive sampling; pathogen diagnosis.,1
740,PACS; archives; cost assessment; displays; imaging informatics; networks; standards; technology impact.,1
741,global climate change; host microbiome; meta-analysis; microbiome disturbance; species persistence; temperature; thermal tolerance.,1
742,embryo implantation; human development; primate; primate embryo; trophoblast.,1
743,Depth map completion; depth map enhancement; depth map superresolution (SR); Markov random field (MRF); RGB-D camera,0
744,Terms-Big Data; coherence matrix; covariance estimation; differential interferometric synthetic aperture radar; distributed scatterers (DS); efficiency; error analysis; maximumlikelihood estimation; near real-time (NRT) processing,0
745,Compressed sensing (CS); magnetic resonance imaging (MRI),0
746,Energy conservation; Museum; Indoor climate; Building simulation; Preservation,0
747,Groundwater; Health risk; Potentially toxic elements; The Brahmaputra floodplains; Water quality.,1
748,Iron; Surgery; Epilepsy; Cognition; Pediatrics; Imaging; Brain modeling; Diffusion-weighted imaging; convolutional neural network; relational reasoning; pediatric epilepsy surgery; functional brain mapping,1
749,case-based reasoning; artificial neural network; diagnosis; electric motor,0
750,alpha-fetoprotein; fetal anemia; fetal hyperdynamic circulation; placental chorioangioma; radiofrequency ablation.,1
751,Semantic segmentation; autonomous driving; real-time; deep convolutional neural networks,0
752,health outcomes; income inequality; infant mortality; life expectancy; panel data.,1
753,Electroextraction; Microplasma-optical emission spectrometry; Miniaturized device; Phytoavailable heavy metals; Soil.,1
754,Reversed Flow-Gas Chromatography; Inverse Gas Chromatography; benzene; toluene; adsorption; local parameters,0
755,acylation/esterification/transesterification; antioxidant models; lipophilicity; molecular modification; regioselectivity.,1
756,Set intersection; network processing; field-programmable gate array (FPGA),0
757,Solar-driven; Photoelectrode; Integrated system; Self-powered; Target application,0
758,Geometric art; Computational art; Low poly rendering; Style transfer; Non-photorealistic rendering,0
759,ASD; Amygdala; Empathy; MRS; Medial prefrontal cortex; Personality traits.,1
760,youth living with HIV; technology; mobile telephone; adherence; antiretroviral therapy; scale development,0
761,Wearables; Communications; Standardization; Privacy; Security; Data processing; Interoperability; User adoption; Localization; Classification; Future perspective,0
762,gastric cancer; gastric carcinoma; microRNAs; single nucleotide polymorphism.,1
763,Congenital heart disease; Morphology; Sequential segmental analysis; Transthoracic echocardiography.,1
764,Manufacturing; Energy efficiency; Energy monitoring; Machining process,0
765,"""psoriasis; acquired immune deficiency syndrome (aids); bacterial sexually transmitted infections; cutaneous syphilis; human immunedeficiecy virus (hiv) infection; skin disease/ dermatology; targetoid; treponema pallidum.",1
766,Bibliographical review; deformable registration; medical image analysis,1
767,Deep learning; fully convolutional neural networks; image segmentation; jaccard distance; melanoma; dermoscopy,1
768,Finite automata; regular expressions; automata processor; FPGAs; intrusion detection; protein motifs,0
769,5-fluorouracil; cardiac muscle; rats; α-ketoglutarate dehydrogenase.,1
770,Lacrimal disease obstructions; lacrimal disease obstructions: diagnostic tests; lacrimal disease obstructions: lacrimal system trauma; lacrimal disease obstructions: lower system disease; lacrimal disease obstructions: upper system disease.,1
771,DHFR inhibition; EGFR-TK inhibition; anticancer activity; molecular modeling study; quinazolin-4-ones.,1
772,affinity binder; continuous monitoring; microdialysis; real time; single-molecule resolution; tethered particle.,1
773,LSTM; FPGA; Hardware architecture,0
774,Sigma Delta modulators; Resolution of CT Sigma Delta modulators; Power estimation in CT Sigma Delta modulators; Continuous-time integrated circuits,0
775,Mutation profile; Myelodysplastic syndrome; Patient age; Prognostic model.,1
776,Image processing; Texture classification; Regularity; Multifractal analysis; Wavelet leaders; Paintings; Van Gogh; Forgery detection; Period dating,0
777,art painting; image classification; image retrieval; mixture of stochastic models; 2-D multiresolution hidden Markov model,0
778,Risk; contaminants; monitoring human health; heavy metals; tertiary institution; Nigeria,1
779,Face reconstruction; Feature fusion; Hierarchical transformer; Swin Transformer; ViT.,0
780,Process flexibility; Machine learning; Healthcare operations; Radiation therapy; Optimization; Network flow,0
781,acute pain; elderly individuals; interested in clinical neurology; involuntary movement; lumbar spondylosis.,1
782,Spoken language understanding; intent classification and slot filling; joint learning; intent-augmented mechanism; pre-trained language model,0
783,Estrogen receptor; Menopause; Tissue selective estrogen complex.,1
784,Illicit drugs; Microfluidics; Nanomaterials; Nanosensors; Sensing techniques.,1
785,Mitochondrial DNA; RBC; anemia; hematologic malignancies.,1
786,Convolutional neural networks; Time series analysis; Sensors; Gas detectors; Data models; Genetic algorithms; Image sensors; Artificial intelligence; deep learning (DL); gas classification; gas sensor array (GSA); Gramian angular field (GAF); time series,0
787,Convolutional neural networks (CNNs); Depth map; Face super-resolution,0
788,flood detection; image classification; deep learning,0
789,centerline; vessel; segmentation; thinning; optimization,0
790,"AP transport; F protein; Newcastle disease virus, NDV; YLMY motif; cytoplasmic tail.",1
791,data; grid storage; backup; restore; duplicate elimination; scalability; virtualization; high reliability; autonomy; disk backup,0
792,Image phylogeny tree; Image forensics; Multimedia phylogeny; Near duplicated images; Optimum branching,0
793,psychotropic drugs; multidisciplinary; preconception,1
794,Basal angiosperms; East Asia; Piper kadsura; Piperaceae; Plastid genome.,1
795,deep convolutional neural network (CNN); hyperspectral image; stripe noise removal; wavelet transform,0
796,Arithmetic coding; context modeling; fuzzy logic; trellis-coded quantization; wavelet transformation,0
797,Entropy; Monitoring priority variable; Pollution; Water quality; Water resource management.,1
798,Video deblurring; non-uniform blur kernel; image deblurring; video processing,0
799,Closing; frequency; phase; protective relays; synccheck; synchronization; synchronizer; voltage,0
